Block 4421202
cosmosvaloper,cosmos,moniker,pubkey,address,cosmosvalcons,bonded,pion-1-cosmosvalcons,pion-1-address
cosmosvaloper162jpcgftcaf9najjku3z6thlusepk03fz4faut,cosmos162jpcgftcaf9najjku3z6thlusepk03f8pagsc,swiss-staking,La+v6w2Dwot2b8o0WYLk8r3nF7yga47W3SHod8q+oqs=,,,BOND_STATUS_UNBONDED,,
cosmosvaloper16th5kz5fk4rlrhyu4ds7h5xmga30qjv6305lzm,cosmos16th5kz5fk4rlrhyu4ds7h5xmga30qjv65mq2wg,B-Harvest,LY5kYhS4ZjQBdMtP7fgZSdpLn54GGBashLVtFe4YsLg=,9D8088448B62C856EBF924F915021DFD054FD224,cosmosvalcons1nkqgs3ytvty9d6leynu32qsal5z5l53yswgnyq,BOND_STATUS_BONDED,cosmosvalcons1rtgtq5tv6x9m4575vyeqx4a366r8x6quctgzw2,1AD0B0516CD18BBAD3D461320357B1D68673681C
cosmosvaloper16walwulrvqaul6995gd03rcqcy7w9ag32etasa,cosmos16walwulrvqaul6995gd03rcqcy7w9ag30dlguw,NodeX Capital,MXnh7YUe0YZAiXsPLcrS/3NSlfN59OaT/7867Yr5zS4=,,,BOND_STATUS_UNBONDED,,
cosmosvaloper16nkm45xzkh600mscxdmwzql054y4xe0nuawrsq,cosmos16nkm45xzkh600mscxdmwzql054y4xe0nef6kun,Blockpower,9OqYVsN/2KjWHMSVz5TfsKoQJxrZJGhMw5hBTuiG1gE=,46E3688C6C7B114ABEAD6681F97B54F3077043CB,cosmosvalcons1gm3k3rrv0vg5404dv6qlj7657vrhqs7tef4n7t,BOND_STATUS_BONDED,cosmosvalcons1gm3k3rrv0vg5404dv6qlj7657vrhqs7tef4n7t,46E3688C6C7B114ABEAD6681F97B54F3077043CB
cosmosvaloper1mqs48dz8vhmrpvzxkfwfvywn9relhgln4vnf25,cosmos1mqs48dz8vhmrpvzxkfwfvywn9relhglnsc8ux8,High Stakes🇨🇭,hzUVtOhmbRbIOsyyvm5XL/0MlwGRC8rrsXKvudmVHA0=,,,BOND_STATUS_UNBONDED,,
cosmosvaloper1mp6d3mg7tfvdh0m78ax9pd3mq60rc7f7957ld7,cosmos1mp6d3mg7tfvdh0m78ax9pd3mq60rc7f7qq22pd,🌐 KysenPool RSTest,g+D8+Q89301N8FX6zNxfMJoi2UZ17erBiNEgKMxMtNw=,2AEC479B3B607E22104A5149F685D71472C7B02C,cosmosvalcons19tky0xemvplzyyz229yldpwhz3ev0vpvulmzzs,BOND_STATUS_BONDED,cosmosvalcons1r0pyf367566p4y5jy23yjfkat39vz89dl5jh7l,1BC244C75EA6B41A929222A24926DD5C4AC11CAD
cosmosvaloper1mxves3jchrjertqjlrgypzlfwrd4v626kepxad,cosmos1mxves3jchrjertqjlrgypzlfwrd4v626nd4n37,Simply Staking,arn47pf8JHFENdOIGHxxmB5QCWgupJyXjy3i2l2UFn8=,A7975F8E9FFA9749DFD78351F16A5A9CAF05B026,cosmosvalcons157t4lr5ll2t5nh7hsdglz6j6njhstvpxufzdln,BOND_STATUS_BONDED,cosmosvalcons157t4lr5ll2t5nh7hsdglz6j6njhstvpxufzdln,A7975F8E9FFA9749DFD78351F16A5A9CAF05B026
cosmosvaloper1mt8utst8khhcqaq4dx3cmuq5raur2u5s4nlfpz,cosmos1mt8utst8khhcqaq4dx3cmuq5raur2u5ss8tud3,Giga Chads,qjRRkuSP7+OaWBfR45yeiCGZY73Q1EFpiJpFi+U8shA=,,,BOND_STATUS_UNBONDED,,
cosmosvaloper1mvy0jyf2rqt72sa66u30hhpfss0zary6rlq4td,cosmos1mvy0jyf2rqt72sa66u30hhpfss0zary6xt5q87,CroSSofDeath_Cosmos,QXFnCsABTHqECUI0MONP7e6JBq4B3FnNR2fHc82B448=,,,BOND_STATUS_UNBONDED,,
cosmosvaloper1mnme22lrs5skkwxup8wn2r22uag48zup0kj7jr,cosmos1mnme22lrs5skkwxup8wn2r22uag48zup2zxt7s,cosmospl,LKAf+GIg3ssmlzVUcEc+DBfN6z4Stw+8Fi3dYvSyRDc=,,,BOND_STATUS_UNBONDED,,
cosmosvaloper1mke3arxpxxwddp73d2lqclezr8cqk6q9yfp5as,cosmos1mke3arxpxxwddp73d2lqclezr8cqk6q9pa4p3r,superjax,ej9DD0+Pgn1Ha+Xx7xNvcLsKWE2Wd2KhuoYB+cidaKo=,,,BOND_STATUS_UNBONDED,,
cosmosvaloper1m6dt6qd04x5f0ws5ceyup5jwnnkyn48mwtrgev,cosmos1m6dt6qd04x5f0ws5ceyup5jwnnkyn48mtlha4l,denise2,CUhDkYiZc3LOHQM3RAYMkiUub3wZX0u9euHpYO61gLM=,,,BOND_STATUS_UNBONDED,,
cosmosvaloper1ucn7e6r969u7srwu9mek2x6xvu0dh73yrqpl33,cosmos1ucn7e6r969u7srwu9mek2x6xvu0dh73yx542az,HashQuark,NTSChQwpbbn7nZxskkMiPt9p27Icj0yEBJabWHGppA0=,,,BOND_STATUS_UNBONDED,,
cosmosvaloper1apw85kwwl72vvl48fwtchd9vdrpvcfpgpjzr7w,cosmos1apw85kwwl72vvl48fwtchd9vdrpvcfpgyxkkja,w3coins,2MceFeI3tWD0++JA9aPJFrsh2la0sZeT8JQbonaf+fI=,,,BOND_STATUS_UNBONDED,,
cosmosvaloper1apac0g5s88pfjvlgjqjnr0kdpkpmhx8pne4608,cosmos1apac0g5s88pfjvlgjqjnr0kdpkpmhx8pkdp0r5,banana 🍌,MR6OhcY5zChPq3fDTnnMY1qlfvEN44peau3bVMte5tw=,A1023B41F58BEB73B90F329394D228A3CC57281D,cosmosvalcons15yprks04304h8wg0x2fef53g50x9w2qa3c0hcd,BOND_STATUS_BONDED,cosmosvalcons1g2uhl3l88a3durgrgpq62qezm00xmfnpke0fxc,42B97FC7E73F62DE0D034041A50322DBDE6DA661
cosmosvaloper1az23v8l4kghaewrycuaw2kmz36urak33g6wshe,cosmos1az23v8l4kghaewrycuaw2kmz36urak33dw69m2,AM Solutions 🪐,fy2vORop81PKpzcdVZGUe4LR332DdSRTA/CdtYOtFMI=,,,BOND_STATUS_UNBONDED,,
cosmosvaloper1arjwkww79m65csulawqngr7ngs4uqu5hr3frxw,cosmos1arjwkww79m65csulawqngr7ngs4uqu5hx9ak2a,apple 🍎,pjrsvzGpsIdotHc+ZYbwwVXb3ToJL6vDFMdsEX0D87A=,AE84D29EC8E3BBCF123B48C702DAA982EEC2830B,cosmosvalcons146zd98kguwau7y3mfrrs9k4fsthv9qct9mdnx0,BOND_STATUS_BONDED,cosmosvalcons1y23luj86tgzvvy3krvahmm8g0h9p8q7feklnu7,22A3FE48FA5A04C612361B3B7DECE87DCA1383C9
cosmosvaloper1ax0alv7jx78mkhvf5jaxq322qyr82rz7k8dc00,cosmos1ax0alv7jx78mkhvf5jaxq322qyr82rz7nnedru,StakeWithUs,9LDJ8ZOJ55+hZ8NbAY5kc7Ne1YP/+mwT8VAqcdTwfz8=,,,BOND_STATUS_UNBONDED,,
cosmosvaloper1atxvrzmkwcvvtp80erqgdtw3z45q4mfk49v52x,cosmos1atxvrzmkwcvvtp80erqgdtw3z45q4mfks3cpx4,Chainflow,i4rdrR3JKHeOx9eZ86WBv6aNgFTGdRIby1FXax3qVi8=,,,BOND_STATUS_UNBONDED,,
cosmosvaloper1ankp9rwxatv8nuuetykls7lvl3safnsfmr7jyx,cosmos1ankp9rwxatv8nuuetykls7lvl3safnsf7h28g4,swu,ZV/o2Xvg+3rlELPghNOKM4Ki7fNQSaiDpDXJefe3Bpo=,,,BOND_STATUS_UNBONDED,,
cosmosvaloper1aaf5wukr22qcl2cpk9ma9m4cwpq94ck4qedejr,cosmos1aaf5wukr22qcl2cpk9ma9m4cwpq94ck49dev7s,Easy2Stake,iyXbB3X6HAAHIFAtbt7EZ0clPChMWpnnlY6HT+JLhTQ=,D0C11B92AEDE5E8B6734460E81E058BD61852E2A,cosmosvalcons16rq3hy4wme0gkee5gc8grczch4sc2t3299dena,BOND_STATUS_BONDED,cosmosvalcons16rq3hy4wme0gkee5gc8grczch4sc2t3299dena,D0C11B92AEDE5E8B6734460E81E058BD61852E2A
cosmosvaloper1alm6qkf5w3rlq3y3pr3klwte5u2m50x6uxdzc3,cosmos1alm6qkf5w3rlq3y3pr3klwte5u2m50x6ejeh5z,in3s.com,w72G0WEhxUJ4NN75WkYubJSSDMpxCkAbshgg31vSqvE=,,,BOND_STATUS_UNBONDED,,
cosmosvaloper17xqgafe6jqqqcuj3tms93z3ktjpcxf0lypkdz5,cosmos17xqgafe6jqqqcuj3tms93z3ktjpcxf0lp4zcw8,Enigma,NiKRUXQ5+jR16WeULbg9hvtk+sWtc1ky5ukxjvK+hm4=,CD959E25373D30D4779473A933C36DE25630763C,cosmosvalcons1ek2euffh85cdgau5ww5n8smduftrqa3u58zpz2,BOND_STATUS_BONDED,cosmosvalcons1ek2euffh85cdgau5ww5n8smduftrqa3u58zpz2,CD959E25373D30D4779473A933C36DE25630763C
cosmosvaloper17xkh48qf50keq74mwv229yn8nustvv4nxxwm4t,cosmos17xkh48qf50keq74mwv229yn8nustvv4nrj6wec,"Frens (🤝,🤝)",BPf4Zs0o5A89tI/2y9CM/ocUS5Gek0uiRi2hV22ecXU=,5451E68D344397ACF81CBB3ED7A27CA32E2C78CE,cosmosvalcons123g7drf5gwt6e7quhvld0gnu5vhzc7xwe4uxzk,BOND_STATUS_BONDED,cosmosvalcons123g7drf5gwt6e7quhvld0gnu5vhzc7xwe4uxzk,5451E68D344397ACF81CBB3ED7A27CA32E2C78CE
cosmosvaloper17tldr6ujyean9970xa8326gulytf2lsnkht7dp,cosmos17tldr6ujyean9970xa8326gulytf2lsnnrltpj,Up in Smoke,su13hd2V8pR0yuVX7FFVluCV/mkPho42tV4SO5bG74U=,,,BOND_STATUS_UNBONDED,,
cosmosvaloper17s2ufyh7c8mqvl9qyr75d6tfa5v0xpd70xnf0u,cosmos17s2ufyh7c8mqvl9qyr75d6tfa5v0xpd72j8ur0,egg 🥚,r2On9wjGzHT1HtTZk09EWmueXBGmeTkRc8hsjnvqffU=,,,BOND_STATUS_UNBONDED,,
cosmosvaloper17n9704yexlukwussavna33n8ku0fjq4zv0ya5e,cosmos17n9704yexlukwussavna33n8ku0fjq4zfmsgc2,danku_zone w/ DAIC,nYT0peOGX9fJdMgvzrswyASSDgB5aunyQp6cpQYNjCU=,,,BOND_STATUS_UNBONDED,,
cosmosvaloper1ly4kerpnrffjlex5hfwvznryk427gy05au7lm8,cosmos1ly4kerpnrffjlex5hfwvznryk427gy05cg22h5,mcprovider,3vMiGthBN5EfsVEvbR9SjP4aE3Au4aIw5QnRRYomoN0=,,,BOND_STATUS_UNBONDED,,
cosmosvaloper1l9k5qa9f7xn5r6ral8jfwkw38nfuqu7whgc8k6,cosmos1l9k5qa9f7xn5r6ral8jfwkw38nfuqu7wjuvj6f,Blockpower Capital,fUj2rJ8mWqSdo8FX47dhWni++/oxOSduCBgymD4GCiU=,,,BOND_STATUS_UNBONDED,,
cosmosvaloper1ldwdffhp0zgcfqd74u7w7dmjlsu9dxegpu4wj2,cosmos1ldwdffhp0zgcfqd74u7w7dmjlsu9dxegygpm7e,cmh,6/VgPZL7r1nGJz+UYCHpVNa1YZS/Yu509XeJ/JGl/IY=,,,BOND_STATUS_UNBONDED,,
cosmosvaloper1lhnegwyyafwygymrkznmcxtdr5p259ktgpemw3,cosmos1lhnegwyyafwygymrkznmcxtdr5p259ktd4dwzz,Coinbase Cloud,njomv7MuhndEPwArzFptzNfJ5Fed9XzHwoTqaZH9gy8=,,,BOND_STATUS_UNBONDED,,
cosmosvaloper1lea07zkx9p8ns9xj7d47vm65fkf9zvs76fgsfc,cosmos1lea07zkx9p8ns9xj7d47vm65fkf9zvs7lau99t,HashQuark,SYLCSKj+sF4pmq+4q7My1LgQQPXUkPFhT2sKOc2WvJ0=,188148BD38D5E1A4EA3AD914FEC09C8363802E25,cosmosvalcons1rzq530fc6hs6f636my20asyusd3cqt395fs9xf,BOND_STATUS_BONDED,cosmosvalcons1rzq530fc6hs6f636my20asyusd3cqt395fs9xf,188148BD38D5E1A4EA3AD914FEC09C8363802E25
